id_sensor;day_time;parameter_name;value;anomaly
S0005;2026-01-02 05:49:15;ventilation;0.817;False
S0011;2026-01-02 05:49:15;ventilation;0.87;False
S0007;2026-01-02 05:49:15;temperature;23.835;False
S0010;2026-01-02 05:49:15;CO2_level;1155;False
S0004;2026-01-02 05:49:30;CO2_level;699;False
S0010;2026-01-02 05:49:30;CO2_level;1245;True
S0005;2026-01-02 05:49:30;ventilation;0.572;False
S0007;2026-01-02 05:49:30;temperature;18.699;False
S0009;2026-01-02 05:49:30;humidity;60.174;False
S0011;2026-01-02 05:49:30;ventilation;0.555;False
S0001;2026-01-02 05:49:30;temperature;26.853;False
S0003;2026-01-02 05:49:30;humidity;61.299;False
S0001;2026-01-02 05:49:45;temperature;15.967;False
S0004;2026-01-02 05:49:45;CO2_level;1010;False
S0007;2026-01-02 05:49:45;temperature;26.09;False
S0011;2026-01-02 05:49:45;ventilation;0.735;False
S0010;2026-01-02 05:49:45;CO2_level;753;False
S0005;2026-01-02 05:49:45;ventilation;0.722;False
S0005;2026-01-02 05:50:00;ventilation;0.696;False
S0001;2026-01-02 05:50:00;temperature;20.129;False
S0004;2026-01-02 05:50:00;CO2_level;802;False
S0007;2026-01-02 05:50:00;temperature;26.342;False
S0011;2026-01-02 05:50:00;ventilation;0.547;False
S0010;2026-01-02 05:50:00;CO2_level;null;True
S0009;2026-01-02 05:50:00;humidity;62.254;False
S0003;2026-01-02 05:50:00;humidity;66.172;False
S0011;2026-01-02 05:50:15;ventilation;0.698;False
S0001;2026-01-02 05:50:15;temperature;21.382;False
S0005;2026-01-02 05:50:15;ventilation;0.688;False
S0007;2026-01-02 05:50:15;temperature;24.688;False
S0010;2026-01-02 05:50:15;CO2_level;943;False
S0004;2026-01-02 05:50:15;CO2_level;768;False
S0009;2026-01-02 05:50:30;humidity;64.917;False
S0005;2026-01-02 05:50:30;ventilation;0.887;False
S0003;2026-01-02 05:50:30;humidity;66.159;False
S0010;2026-01-02 05:50:30;CO2_level;776;False
S0001;2026-01-02 05:50:30;temperature;24.832;False
S0004;2026-01-02 05:50:30;CO2_level;640;False
S0007;2026-01-02 05:50:30;temperature;26.871;False
S0011;2026-01-02 05:50:30;ventilation;0.659;False
S0001;2026-01-02 05:50:45;temperature;18.591;False
S0005;2026-01-02 05:50:45;ventilation;0.968;False
S0004;2026-01-02 05:50:45;CO2_level;731;False
S0010;2026-01-02 05:50:45;CO2_level;681;False
S0011;2026-01-02 05:50:45;ventilation;0.873;False
S0007;2026-01-02 05:50:45;temperature;26.651;False
S0004;2026-01-02 05:51:00;CO2_level;900;False
S0010;2026-01-02 05:51:00;CO2_level;1131;False
S0005;2026-01-02 05:51:00;ventilation;0.706;False
S0009;2026-01-02 05:51:00;humidity;40.27;True
S0003;2026-01-02 05:51:00;humidity;64.403;False
S0011;2026-01-02 05:51:00;ventilation;0.872;False
S0007;2026-01-02 05:51:00;temperature;20.031;False
S0001;2026-01-02 05:51:00;temperature;15.74;False
S0007;2026-01-02 05:51:15;temperature;19.099;False
S0010;2026-01-02 05:51:15;CO2_level;704;False
S0001;2026-01-02 05:51:15;temperature;17.502;False
S0005;2026-01-02 05:51:15;ventilation;0.644;False
S0004;2026-01-02 05:51:15;CO2_level;1066;False
S0011;2026-01-02 05:51:15;ventilation;0.519;False
S0001;2026-01-02 05:51:30;temperature;24.029;False
S0011;2026-01-02 05:51:30;ventilation;0.382;True
S0010;2026-01-02 05:51:30;CO2_level;805;False
S0005;2026-01-02 05:51:30;ventilation;0.954;False
S0007;2026-01-02 05:51:30;temperature;16.528;False
S0003;2026-01-02 05:51:30;humidity;60.737;False
S0009;2026-01-02 05:51:30;humidity;65.842;False
S0004;2026-01-02 05:51:30;CO2_level;1175;False
S0005;2026-01-02 05:51:45;ventilation;0.606;False
S0011;2026-01-02 05:51:45;ventilation;0.639;False
S0001;2026-01-02 05:51:45;temperature;18.177;False
S0004;2026-01-02 05:51:45;CO2_level;926;False
S0010;2026-01-02 05:51:45;CO2_level;857;False
S0007;2026-01-02 05:51:45;temperature;24.644;False
S0001;2026-01-02 05:52:00;temperature;18.092;False
S0005;2026-01-02 05:52:00;ventilation;0.714;False
S0010;2026-01-02 05:52:00;CO2_level;642;False
S0003;2026-01-02 05:52:00;humidity;66.143;False
S0009;2026-01-02 05:52:00;humidity;20.187;True
S0011;2026-01-02 05:52:00;ventilation;0.949;False
S0004;2026-01-02 05:52:00;CO2_level;965;False
S0007;2026-01-02 05:52:00;temperature;7.528;True
S0007;2026-01-02 05:52:15;temperature;18.781;False
S0004;2026-01-02 05:52:15;CO2_level;1015;False
S0010;2026-01-02 05:52:15;CO2_level;null;True
S0005;2026-01-02 05:52:15;ventilation;0.896;False
S0001;2026-01-02 05:52:15;temperature;15.52;False
S0011;2026-01-02 05:52:15;ventilation;0.944;False
S0011;2026-01-02 05:52:30;ventilation;0.098;True
S0010;2026-01-02 05:52:30;CO2_level;654;False
S0009;2026-01-02 05:52:30;humidity;null;True
S0001;2026-01-02 05:52:30;temperature;16.402;False
S0005;2026-01-02 05:52:30;ventilation;0.634;False
S0003;2026-01-02 05:52:30;humidity;67.527;False
S0004;2026-01-02 05:52:30;CO2_level;1040;False
S0007;2026-01-02 05:52:30;temperature;24.37;False
S0011;2026-01-02 05:52:45;ventilation;0.919;False
S0004;2026-01-02 05:52:45;CO2_level;1162;False
S0005;2026-01-02 05:52:45;ventilation;0.913;False
S0007;2026-01-02 05:52:45;temperature;16.947;False
S0001;2026-01-02 05:52:45;temperature;25.215;False
S0010;2026-01-02 05:52:45;CO2_level;1275;True
S0005;2026-01-02 05:53:00;ventilation;1.814;True
S0004;2026-01-02 05:53:00;CO2_level;992;False
S0010;2026-01-02 05:53:00;CO2_level;674;False
S0011;2026-01-02 05:53:00;ventilation;0.509;False
S0007;2026-01-02 05:53:00;temperature;22.473;False
S0003;2026-01-02 05:53:00;humidity;65.931;False
S0001;2026-01-02 05:53:00;temperature;25.669;False
S0009;2026-01-02 05:53:00;humidity;67.539;False
S0011;2026-01-02 05:53:15;ventilation;0.66;False
S0004;2026-01-02 05:53:15;CO2_level;1005;False
S0007;2026-01-02 05:53:15;temperature;null;True
S0005;2026-01-02 05:53:15;ventilation;0.99;False
S0001;2026-01-02 05:53:15;temperature;24.015;False
S0010;2026-01-02 05:53:15;CO2_level;1179;False
S0007;2026-01-02 05:53:30;temperature;25.324;False
S0003;2026-01-02 05:53:30;humidity;64.606;False
S0010;2026-01-02 05:53:30;CO2_level;962;False
S0009;2026-01-02 05:53:30;humidity;63.577;False
S0011;2026-01-02 05:53:30;ventilation;0.7;False
S0004;2026-01-02 05:53:30;CO2_level;832;False
S0001;2026-01-02 05:53:30;temperature;24.822;False
S0005;2026-01-02 05:53:30;ventilation;0.649;False
S0007;2026-01-02 05:53:45;temperature;22.509;False
S0011;2026-01-02 05:53:45;ventilation;0.686;False
S0010;2026-01-02 05:53:45;CO2_level;1285;True
S0004;2026-01-02 05:53:45;CO2_level;890;False
S0001;2026-01-02 05:53:45;temperature;19.005;False
S0005;2026-01-02 05:53:45;ventilation;0.561;False
S0007;2026-01-02 05:54:00;temperature;18.191;False
S0011;2026-01-02 05:54:00;ventilation;0.863;False
S0004;2026-01-02 05:54:00;CO2_level;847;False
S0003;2026-01-02 05:54:00;humidity;61.246;False
S0005;2026-01-02 05:54:00;ventilation;0.684;False
S0009;2026-01-02 05:54:00;humidity;68.737;False
S0010;2026-01-02 05:54:00;CO2_level;873;False
S0001;2026-01-02 05:54:00;temperature;25.0;False
S0011;2026-01-02 05:54:15;ventilation;0.941;False
S0007;2026-01-02 05:54:15;temperature;22.002;False
S0010;2026-01-02 05:54:15;CO2_level;613;False
S0004;2026-01-02 05:54:15;CO2_level;297;True
S0005;2026-01-02 05:54:15;ventilation;0.953;False
S0001;2026-01-02 05:54:15;temperature;16.629;False
S0004;2026-01-02 05:54:30;CO2_level;947;False
S0011;2026-01-02 05:54:30;ventilation;0.74;False
S0007;2026-01-02 05:54:30;temperature;26.114;False
S0009;2026-01-02 05:54:30;humidity;66.071;False
S0010;2026-01-02 05:54:30;CO2_level;845;False
S0003;2026-01-02 05:54:30;humidity;65.41;False
S0001;2026-01-02 05:54:30;temperature;26.336;False
S0005;2026-01-02 05:54:30;ventilation;0.613;False
S0011;2026-01-02 05:54:45;ventilation;0.884;False
S0001;2026-01-02 05:54:45;temperature;23.359;False
S0005;2026-01-02 05:54:45;ventilation;0.701;False
S0010;2026-01-02 05:54:45;CO2_level;1039;False
S0004;2026-01-02 05:54:45;CO2_level;1139;False
S0007;2026-01-02 05:54:45;temperature;18.702;False
S0001;2026-01-02 05:55:00;temperature;26.171;False
S0005;2026-01-02 05:55:00;ventilation;0.511;False
S0010;2026-01-02 05:55:00;CO2_level;922;False
S0009;2026-01-02 05:55:00;humidity;60.95;False
S0004;2026-01-02 05:55:00;CO2_level;null;True
S0011;2026-01-02 05:55:00;ventilation;0.799;False
S0003;2026-01-02 05:55:00;humidity;60.036;False
S0007;2026-01-02 05:55:00;temperature;26.25;False
S0007;2026-01-02 05:55:15;temperature;-1.837;True
S0011;2026-01-02 05:55:15;ventilation;0.873;False
S0005;2026-01-02 05:55:15;ventilation;0.669;False
S0001;2026-01-02 05:55:15;temperature;24.949;False
S0010;2026-01-02 05:55:15;CO2_level;822;False
S0004;2026-01-02 05:55:15;CO2_level;650;False
S0009;2026-01-02 05:55:30;humidity;64.228;False
S0011;2026-01-02 05:55:30;ventilation;0.528;False
S0004;2026-01-02 05:55:30;CO2_level;675;False
S0003;2026-01-02 05:55:30;humidity;69.781;False
S0010;2026-01-02 05:55:30;CO2_level;1136;False
S0001;2026-01-02 05:55:30;temperature;23.592;False
S0005;2026-01-02 05:55:30;ventilation;0.925;False
S0007;2026-01-02 05:55:30;temperature;18.288;False
S0005;2026-01-02 05:55:45;ventilation;0.814;False
S0010;2026-01-02 05:55:45;CO2_level;1124;False
S0004;2026-01-02 05:55:45;CO2_level;781;False
S0007;2026-01-02 05:55:45;temperature;20.562;False
S0001;2026-01-02 05:55:45;temperature;26.032;False
S0011;2026-01-02 05:55:45;ventilation;0.823;False
S0005;2026-01-02 05:56:00;ventilation;0.546;False
S0001;2026-01-02 05:56:00;temperature;17.462;False
S0009;2026-01-02 05:56:00;humidity;66.489;False
S0007;2026-01-02 05:56:00;temperature;26.127;False
S0011;2026-01-02 05:56:00;ventilation;0.921;False
S0010;2026-01-02 05:56:00;CO2_level;1098;False
S0004;2026-01-02 05:56:00;CO2_level;1278;True
S0003;2026-01-02 05:56:00;humidity;63.062;False
S0001;2026-01-02 05:56:15;temperature;15.464;False
S0010;2026-01-02 05:56:15;CO2_level;744;False
S0005;2026-01-02 05:56:15;ventilation;0.505;False
S0007;2026-01-02 05:56:15;temperature;16.82;False
S0004;2026-01-02 05:56:15;CO2_level;1198;False
S0011;2026-01-02 05:56:15;ventilation;0.502;False
S0011;2026-01-02 05:56:30;ventilation;0.572;False
S0003;2026-01-02 05:56:30;humidity;60.843;False
S0007;2026-01-02 05:56:30;temperature;24.272;False
S0005;2026-01-02 05:56:30;ventilation;0.642;False
S0010;2026-01-02 05:56:30;CO2_level;697;False
S0004;2026-01-02 05:56:30;CO2_level;875;False
S0009;2026-01-02 05:56:30;humidity;65.129;False
S0001;2026-01-02 05:56:30;temperature;24.957;False
S0004;2026-01-02 05:56:45;CO2_level;963;False
S0001;2026-01-02 05:56:45;temperature;25.477;False
S0010;2026-01-02 05:56:45;CO2_level;945;False
S0011;2026-01-02 05:56:45;ventilation;0.62;False
S0007;2026-01-02 05:56:45;temperature;18.534;False
S0005;2026-01-02 05:56:45;ventilation;0.268;True
S0010;2026-01-02 05:57:00;CO2_level;730;False
S0011;2026-01-02 05:57:00;ventilation;0.683;False
S0001;2026-01-02 05:57:00;temperature;24.359;False
S0007;2026-01-02 05:57:00;temperature;22.179;False
S0005;2026-01-02 05:57:00;ventilation;0.727;False
S0004;2026-01-02 05:57:00;CO2_level;816;False
S0009;2026-01-02 05:57:00;humidity;64.644;False
S0003;2026-01-02 05:57:00;humidity;69.841;False
S0005;2026-01-02 05:57:15;ventilation;0.632;False
S0010;2026-01-02 05:57:15;CO2_level;908;False
S0001;2026-01-02 05:57:15;temperature;25.704;False
S0004;2026-01-02 05:57:15;CO2_level;609;False
S0007;2026-01-02 05:57:15;temperature;null;True
S0011;2026-01-02 05:57:15;ventilation;0.832;False
S0004;2026-01-02 05:57:30;CO2_level;1074;False
S0010;2026-01-02 05:57:30;CO2_level;748;False
S0007;2026-01-02 05:57:30;temperature;19.466;False
S0001;2026-01-02 05:57:30;temperature;19.531;False
S0005;2026-01-02 05:57:30;ventilation;1.499;True
S0003;2026-01-02 05:57:30;humidity;63.643;False
S0009;2026-01-02 05:57:30;humidity;65.446;False
S0011;2026-01-02 05:57:30;ventilation;0.508;False
S0007;2026-01-02 05:57:45;temperature;21.474;False
S0005;2026-01-02 05:57:45;ventilation;0.973;False
S0004;2026-01-02 05:57:45;CO2_level;1283;True
S0001;2026-01-02 05:57:45;temperature;16.926;False
S0010;2026-01-02 05:57:45;CO2_level;1105;False
S0011;2026-01-02 05:57:45;ventilation;0.768;False
S0010;2026-01-02 05:58:00;CO2_level;1278;True
S0009;2026-01-02 05:58:00;humidity;60.08;False
S0007;2026-01-02 05:58:00;temperature;15.294;False
S0011;2026-01-02 05:58:00;ventilation;0.873;False
S0001;2026-01-02 05:58:00;temperature;25.465;False
S0004;2026-01-02 05:58:00;CO2_level;732;False
S0003;2026-01-02 05:58:00;humidity;68.543;False
S0005;2026-01-02 05:58:00;ventilation;0.63;False
S0005;2026-01-02 05:58:15;ventilation;0.945;False
S0010;2026-01-02 05:58:15;CO2_level;1151;False
S0001;2026-01-02 05:58:15;temperature;20.706;False
S0011;2026-01-02 05:58:15;ventilation;0.756;False
S0007;2026-01-02 05:58:15;temperature;22.974;False
S0004;2026-01-02 05:58:15;CO2_level;843;False
S0007;2026-01-02 05:58:30;temperature;5.316;True
S0011;2026-01-02 05:58:30;ventilation;0.851;False
S0009;2026-01-02 05:58:30;humidity;66.871;False
S0003;2026-01-02 05:58:30;humidity;68.564;False
S0005;2026-01-02 05:58:30;ventilation;0.527;False
S0001;2026-01-02 05:58:30;temperature;16.496;False
S0010;2026-01-02 05:58:30;CO2_level;939;False
S0004;2026-01-02 05:58:30;CO2_level;772;False
S0001;2026-01-02 05:58:45;temperature;23.413;False
S0007;2026-01-02 05:58:45;temperature;15.63;False
S0010;2026-01-02 05:58:45;CO2_level;1173;False
S0011;2026-01-02 05:58:45;ventilation;0.847;False
S0005;2026-01-02 05:58:45;ventilation;0.994;False
S0004;2026-01-02 05:58:45;CO2_level;1181;False
S0009;2026-01-02 05:59:00;humidity;65.001;False
S0001;2026-01-02 05:59:00;temperature;23.35;False
S0007;2026-01-02 05:59:00;temperature;23.848;False
S0011;2026-01-02 05:59:00;ventilation;0.73;False
S0005;2026-01-02 05:59:00;ventilation;0.791;False
S0004;2026-01-02 05:59:00;CO2_level;1193;False
S0003;2026-01-02 05:59:00;humidity;64.721;False
S0010;2026-01-02 05:59:00;CO2_level;993;False
S0011;2026-01-02 05:59:15;ventilation;0.807;False
S0004;2026-01-02 05:59:15;CO2_level;1132;False
S0007;2026-01-02 05:59:15;temperature;22.593;False
S0010;2026-01-02 05:59:15;CO2_level;463;True
S0005;2026-01-02 05:59:15;ventilation;0.588;False
S0001;2026-01-02 05:59:15;temperature;24.313;False
S0007;2026-01-02 05:59:30;temperature;17.303;False
S0011;2026-01-02 05:59:30;ventilation;0.924;False
S0010;2026-01-02 05:59:30;CO2_level;784;False
S0009;2026-01-02 05:59:30;humidity;61.749;False
S0001;2026-01-02 05:59:30;temperature;20.331;False
S0003;2026-01-02 05:59:30;humidity;62.151;False
S0005;2026-01-02 05:59:30;ventilation;0.874;False
S0004;2026-01-02 05:59:30;CO2_level;629;False
S0005;2026-01-02 05:59:45;ventilation;0.646;False
S0010;2026-01-02 05:59:45;CO2_level;1020;False
S0007;2026-01-02 05:59:45;temperature;24.434;False
S0004;2026-01-02 05:59:45;CO2_level;1173;False
S0011;2026-01-02 05:59:45;ventilation;0.684;False
S0001;2026-01-02 05:59:45;temperature;18.915;False
S0005;2026-01-02 06:00:00;ventilation;0.621;False
S0010;2026-01-02 06:00:00;CO2_level;816;False
S0001;2026-01-02 06:00:00;temperature;20.626;False
S0007;2026-01-02 06:00:00;temperature;21.012;False
S0009;2026-01-02 06:00:00;humidity;61.325;False
S0004;2026-01-02 06:00:00;CO2_level;906;False
S0011;2026-01-02 06:00:00;ventilation;0.565;False
S0003;2026-01-02 06:00:00;humidity;63.277;False
S0004;2026-01-02 06:00:15;CO2_level;1064;False
S0011;2026-01-02 06:00:15;ventilation;0.584;False
S0007;2026-01-02 06:00:15;temperature;21.137;False
S0001;2026-01-02 06:00:15;temperature;25.851;False
S0005;2026-01-02 06:00:15;ventilation;0.94;False
S0010;2026-01-02 06:00:15;CO2_level;734;False
S0009;2026-01-02 06:00:30;humidity;68.064;False
S0004;2026-01-02 06:00:30;CO2_level;982;False
S0005;2026-01-02 06:00:30;ventilation;0.972;False
S0011;2026-01-02 06:00:30;ventilation;0.539;False
S0001;2026-01-02 06:00:30;temperature;22.878;False
S0003;2026-01-02 06:00:30;humidity;61.845;False
S0007;2026-01-02 06:00:30;temperature;3.232;True
S0010;2026-01-02 06:00:30;CO2_level;1144;False
S0001;2026-01-02 06:00:45;temperature;null;True
S0004;2026-01-02 06:00:45;CO2_level;782;False
S0010;2026-01-02 06:00:45;CO2_level;921;False
S0011;2026-01-02 06:00:45;ventilation;0.998;False
S0005;2026-01-02 06:00:45;ventilation;0.911;False
S0007;2026-01-02 06:00:45;temperature;20.715;False
S0001;2026-01-02 06:01:00;temperature;21.78;False
S0011;2026-01-02 06:01:00;ventilation;0.567;False
S0007;2026-01-02 06:01:00;temperature;22.959;False
S0005;2026-01-02 06:01:00;ventilation;0.765;False
S0010;2026-01-02 06:01:00;CO2_level;733;False
S0004;2026-01-02 06:01:00;CO2_level;1117;False
S0003;2026-01-02 06:01:00;humidity;67.983;False
S0009;2026-01-02 06:01:00;humidity;64.031;False
S0005;2026-01-02 06:01:15;ventilation;0.948;False
S0011;2026-01-02 06:01:15;ventilation;0.59;False
S0010;2026-01-02 06:01:15;CO2_level;621;False
S0004;2026-01-02 06:01:15;CO2_level;782;False
S0007;2026-01-02 06:01:15;temperature;16.032;False
S0001;2026-01-02 06:01:15;temperature;22.499;False
S0010;2026-01-02 06:01:30;CO2_level;364;True
S0005;2026-01-02 06:01:30;ventilation;0.907;False
S0003;2026-01-02 06:01:30;humidity;65.368;False
S0007;2026-01-02 06:01:30;temperature;16.845;False
S0001;2026-01-02 06:01:30;temperature;20.054;False
S0011;2026-01-02 06:01:30;ventilation;0.875;False
S0009;2026-01-02 06:01:30;humidity;65.826;False
S0004;2026-01-02 06:01:30;CO2_level;1040;False
S0010;2026-01-02 06:01:45;CO2_level;1041;False
S0001;2026-01-02 06:01:45;temperature;6.763;True
S0007;2026-01-02 06:01:45;temperature;22.857;False
S0011;2026-01-02 06:01:45;ventilation;0.853;False
S0004;2026-01-02 06:01:45;CO2_level;1081;False
S0005;2026-01-02 06:01:45;ventilation;0.783;False
S0001;2026-01-02 06:02:00;temperature;25.754;False
S0007;2026-01-02 06:02:00;temperature;16.844;False
S0004;2026-01-02 06:02:00;CO2_level;1097;False
S0003;2026-01-02 06:02:00;humidity;66.402;False
S0010;2026-01-02 06:02:00;CO2_level;1077;False
S0005;2026-01-02 06:02:00;ventilation;0.527;False
S0009;2026-01-02 06:02:00;humidity;67.58;False
S0011;2026-01-02 06:02:00;ventilation;0.365;True
S0005;2026-01-02 06:02:15;ventilation;0.651;False
S0001;2026-01-02 06:02:15;temperature;19.953;False
S0010;2026-01-02 06:02:15;CO2_level;1008;False
S0011;2026-01-02 06:02:15;ventilation;0.624;False
S0007;2026-01-02 06:02:15;temperature;18.021;False
S0004;2026-01-02 06:02:15;CO2_level;873;False
S0011;2026-01-02 06:02:30;ventilation;0.733;False
S0005;2026-01-02 06:02:30;ventilation;0.613;False
S0009;2026-01-02 06:02:30;humidity;66.1;False
S0003;2026-01-02 06:02:30;humidity;null;True
S0001;2026-01-02 06:02:30;temperature;22.339;False
S0007;2026-01-02 06:02:30;temperature;25.843;False
S0010;2026-01-02 06:02:30;CO2_level;969;False
S0004;2026-01-02 06:02:30;CO2_level;1171;False
S0011;2026-01-02 06:02:45;ventilation;0.94;False
S0004;2026-01-02 06:02:45;CO2_level;875;False
S0001;2026-01-02 06:02:45;temperature;11.06;True
S0005;2026-01-02 06:02:45;ventilation;0.613;False
S0007;2026-01-02 06:02:45;temperature;15.674;False
S0010;2026-01-02 06:02:45;CO2_level;1149;False
S0001;2026-01-02 06:03:00;temperature;20.549;False
S0005;2026-01-02 06:03:00;ventilation;0.615;False
S0010;2026-01-02 06:03:00;CO2_level;643;False
S0003;2026-01-02 06:03:00;humidity;62.133;False
S0011;2026-01-02 06:03:00;ventilation;0.509;False
S0007;2026-01-02 06:03:00;temperature;15.812;False
S0004;2026-01-02 06:03:00;CO2_level;1106;False
S0009;2026-01-02 06:03:00;humidity;65.103;False
S0010;2026-01-02 06:03:15;CO2_level;975;False
S0011;2026-01-02 06:03:15;ventilation;0.61;False
S0004;2026-01-02 06:03:15;CO2_level;1161;False
S0007;2026-01-02 06:03:15;temperature;null;True
S0001;2026-01-02 06:03:15;temperature;23.545;False
S0005;2026-01-02 06:03:15;ventilation;0.595;False
S0011;2026-01-02 06:03:30;ventilation;0.54;False
S0005;2026-01-02 06:03:30;ventilation;0.97;False
S0001;2026-01-02 06:03:30;temperature;20.799;False
S0004;2026-01-02 06:03:30;CO2_level;1209;True
S0010;2026-01-02 06:03:30;CO2_level;1108;False
S0003;2026-01-02 06:03:30;humidity;66.788;False
S0007;2026-01-02 06:03:30;temperature;18.338;False
S0009;2026-01-02 06:03:30;humidity;null;True
S0001;2026-01-02 06:03:45;temperature;20.283;False
S0010;2026-01-02 06:03:45;CO2_level;885;False
S0007;2026-01-02 06:03:45;temperature;19.964;False
S0004;2026-01-02 06:03:45;CO2_level;1183;False
S0005;2026-01-02 06:03:45;ventilation;0.903;False
S0011;2026-01-02 06:03:45;ventilation;0.899;False
S0009;2026-01-02 06:04:00;humidity;62.299;False
S0001;2026-01-02 06:04:00;temperature;22.5;False
S0004;2026-01-02 06:04:00;CO2_level;1163;False
S0005;2026-01-02 06:04:00;ventilation;0.742;False
S0011;2026-01-02 06:04:00;ventilation;0.654;False
S0007;2026-01-02 06:04:00;temperature;25.464;False
S0003;2026-01-02 06:04:00;humidity;78.88;True
S0010;2026-01-02 06:04:00;CO2_level;960;False
S0005;2026-01-02 06:04:15;ventilation;0.738;False
S0007;2026-01-02 06:04:15;temperature;26.705;False
S0004;2026-01-02 06:04:15;CO2_level;1237;True
S0011;2026-01-02 06:04:15;ventilation;0.638;False
S0001;2026-01-02 06:04:15;temperature;17.511;False
S0010;2026-01-02 06:04:15;CO2_level;728;False
S0007;2026-01-02 06:04:30;temperature;20.89;False
S0005;2026-01-02 06:04:30;ventilation;0.714;False
S0001;2026-01-02 06:04:30;temperature;21.468;False
S0011;2026-01-02 06:04:30;ventilation;0.579;False
S0010;2026-01-02 06:04:30;CO2_level;731;False
S0009;2026-01-02 06:04:30;humidity;69.582;False
S0004;2026-01-02 06:04:30;CO2_level;1173;False
S0003;2026-01-02 06:04:30;humidity;62.209;False
S0007;2026-01-02 06:04:45;temperature;23.368;False
S0001;2026-01-02 06:04:45;temperature;20.895;False
S0011;2026-01-02 06:04:45;ventilation;0.759;False
S0010;2026-01-02 06:04:45;CO2_level;1126;False
S0004;2026-01-02 06:04:45;CO2_level;715;False
S0005;2026-01-02 06:04:45;ventilation;0.685;False
S0001;2026-01-02 06:05:00;temperature;21.834;False
S0011;2026-01-02 06:05:00;ventilation;0.771;False
S0009;2026-01-02 06:05:00;humidity;60.039;False
S0003;2026-01-02 06:05:00;humidity;68.989;False
S0004;2026-01-02 06:05:00;CO2_level;763;False
S0005;2026-01-02 06:05:00;ventilation;0.862;False
S0007;2026-01-02 06:05:00;temperature;20.536;False
S0010;2026-01-02 06:05:00;CO2_level;974;False
S0005;2026-01-02 06:05:15;ventilation;0.537;False
S0004;2026-01-02 06:05:15;CO2_level;876;False
S0007;2026-01-02 06:05:15;temperature;24.268;False
S0010;2026-01-02 06:05:15;CO2_level;976;False
S0001;2026-01-02 06:05:15;temperature;19.015;False
S0011;2026-01-02 06:05:15;ventilation;0.673;False
S0001;2026-01-02 06:05:30;temperature;16.079;False
S0004;2026-01-02 06:05:30;CO2_level;null;True
S0011;2026-01-02 06:05:30;ventilation;0.563;False
S0010;2026-01-02 06:05:30;CO2_level;699;False
S0005;2026-01-02 06:05:30;ventilation;0.863;False
S0009;2026-01-02 06:05:30;humidity;66.076;False
S0007;2026-01-02 06:05:30;temperature;24.041;False
S0003;2026-01-02 06:05:30;humidity;63.817;False
S0010;2026-01-02 06:05:45;CO2_level;1127;False
S0011;2026-01-02 06:05:45;ventilation;0.988;False
S0004;2026-01-02 06:05:45;CO2_level;920;False
S0001;2026-01-02 06:05:45;temperature;16.413;False
S0005;2026-01-02 06:05:45;ventilation;1.147;True
S0007;2026-01-02 06:05:45;temperature;20.699;False
S0010;2026-01-02 06:06:00;CO2_level;1019;False
S0009;2026-01-02 06:06:00;humidity;67.129;False
S0005;2026-01-02 06:06:00;ventilation;0.883;False
S0001;2026-01-02 06:06:00;temperature;19.446;False
S0004;2026-01-02 06:06:00;CO2_level;1049;False
S0007;2026-01-02 06:06:00;temperature;17.612;False
S0003;2026-01-02 06:06:00;humidity;69.75;False
S0011;2026-01-02 06:06:00;ventilation;0.62;False
S0004;2026-01-02 06:06:15;CO2_level;1057;False
S0005;2026-01-02 06:06:15;ventilation;0.628;False
S0011;2026-01-02 06:06:15;ventilation;0.972;False
S0001;2026-01-02 06:06:15;temperature;23.109;False
S0007;2026-01-02 06:06:15;temperature;24.913;False
S0010;2026-01-02 06:06:15;CO2_level;1008;False
S0010;2026-01-02 06:06:30;CO2_level;1072;False
S0005;2026-01-02 06:06:30;ventilation;0.878;False
S0004;2026-01-02 06:06:30;CO2_level;1037;False
S0001;2026-01-02 06:06:30;temperature;19.18;False
S0007;2026-01-02 06:06:30;temperature;26.798;False
S0011;2026-01-02 06:06:30;ventilation;1.282;True
S0003;2026-01-02 06:06:30;humidity;63.446;False
S0009;2026-01-02 06:06:30;humidity;61.235;False
S0007;2026-01-02 06:06:45;temperature;23.701;False
S0004;2026-01-02 06:06:45;CO2_level;931;False
S0005;2026-01-02 06:06:45;ventilation;0.982;False
S0001;2026-01-02 06:06:45;temperature;24.827;False
S0010;2026-01-02 06:06:45;CO2_level;1174;False
S0011;2026-01-02 06:06:45;ventilation;0.319;True
S0003;2026-01-02 06:07:00;humidity;65.701;False
S0011;2026-01-02 06:07:00;ventilation;0.872;False
S0007;2026-01-02 06:07:00;temperature;27.711;True
S0010;2026-01-02 06:07:00;CO2_level;1015;False
S0001;2026-01-02 06:07:00;temperature;21.629;False
S0009;2026-01-02 06:07:00;humidity;67.911;False
S0005;2026-01-02 06:07:00;ventilation;0.539;False
S0004;2026-01-02 06:07:00;CO2_level;797;False
S0010;2026-01-02 06:07:15;CO2_level;906;False
S0007;2026-01-02 06:07:15;temperature;22.758;False
S0001;2026-01-02 06:07:15;temperature;19.861;False
S0011;2026-01-02 06:07:15;ventilation;0.922;False
S0005;2026-01-02 06:07:15;ventilation;0.963;False
S0004;2026-01-02 06:07:15;CO2_level;1062;False
S0009;2026-01-02 06:07:30;humidity;68.959;False
S0001;2026-01-02 06:07:30;temperature;23.633;False
